ai_score,sector,acronym,name,umr_label,type,city,parent_company,tutelles,domain,year_created,website
20,public,BOREAL,Repre´sentation de Connaissances et Langages a` Base de Re`gles pour Raisonner sur les Donne´s,,Unité propre,Sophia Antipolis,,"INRIA,INRAE,MONTPELLIER",Sciences et technologies de l'information et de la communication,2022,https://www.inria.fr/fr/boreal
20,public,RESIST,Resilience and Elasticity for Security and ScalatiliTy of dynamic networked systems,,Unité propre,Villers lès Nancy,,"CNRS,INRIA,LORRAINE",Sciences et technologies de l'information et de la communication,2018,http://www.inria.fr/equipes/resist
20,public,CHROMA,Robots coopératifs et adaptés à la présence humaine en environnements,,Unité propre,Montbonnot St Martin,,"INSA LYON,INRIA",Sciences et technologies de l'information et de la communication,2015,http://www.inria.fr/equipes/chroma
20,public,SIMSMART,SIMulation pARTiculaire de Modèles Stochastiques,,Unité propre,Rennes,,"CNRS,INRIA,RENNES",Sciences et technologies de l'information et de la communication,2018,http://www.inria.fr/equipes/simsmart
20,public,KERDATA,Scalable Storage for Clouds and Beyond,,Unité propre,Rennes,,"INSA RENNES,INRIA",Sciences et technologies de l'information et de la communication,2009,http://www.inria.fr/equipes/kerdata
20,public,GENSCALE,"Scalable, Optimized and Parallel Algorithms for Genomics",,Unité propre,,,"CNRS,INRIA",Sciences et technologies de l'information et de la communication,2012,
20,public,SERENA,Simulation for the Environment: Reliable and Efficient Numerical Algorithms,,Unité propre,Paris,,"ENPC PARIS,INRIA",Sciences et technologies de l'information et de la communication,2015,http://www.inria.fr/equipes/serena
20,public,STEEP,"Soutenabilité, Territoires, Environnement, Economie et Politique",,Unité propre,Montbonnot St Martin,,"CNRS,INRIA,GRENOBLE ALPES",Sciences et technologies de l'information et de la communication,2010,http://www.inria.fr/equipes/steep
20,public,STARS,Spatio-Temporal Activity Recognition Systems,,Unité propre,Sophia Antipolis,,INRIA,Sciences et technologies de l'information et de la communication,2012,http://www.inria.fr/equipes/stars
20,public,MULTISPEECH,Speech Modeling for Facilitating Oral-Based Communication,,Unité propre,Villers lès Nancy,,"CNRS,INRIA,LORRAINE",Sciences et technologies de l'information et de la communication,2014,http://www.inria.fr/equipes/multispeech
20,public,SISTM,Statistics In System biology and Translational Medicine,,Unité propre,Bordeaux cedex,,"INSERM,INRIA,BORDEAUX",Sciences et technologies de l'information et de la communication,2013,http://www.inria.fr/equipes/sistm
20,public,PIXEL,Structurer des formes géométriques,,Unité propre,,,"CNRS,INRIA,LORRAINE",Sciences et technologies de l'information et de la communication,2020,
20,public,SPECFUN,Symbolic Special Functions : Fast and Certified,,Unité propre,,,INRIA,Sciences et technologies de l'information et de la communication,2012,
20,public,EMERAUDE,Syste`mes Embarque´s audio programmables,,Unité propre,,,"INSA LYON,INRIA",Sciences et technologies de l'information et de la communication,2022,
20,public,PARADYSE,Systèmes de particules et systèmes dynamiques,,Unité propre,,,"CNRS,INRIA,LILLE",Sciences et technologies de l'information et de la communication,2020,
20,public,ASTRA,Systèmes de transport automatisés et sécurisés,,Unité propre,,,INRIA,Sciences et technologies de l'information et de la communication,2022,
20,public,LORELEY,Systèmes distribués collaboratifs et de confiance à grande échelle,,Unité propre,Villers lès Nancy,,"CNRS,INRIA,LORRAINE",Sciences et technologies de l'information et de la communication,2025,https://www.inria.fr/fr/loreley
20,public,DISCO,Systèmes dynamiques interconnectés dans des environnements complexes,,Unité propre,Gif-sur-Yvette,,"CNRS,INRIA,U PARIS-SACLAY",Sciences et technologies de l'information et de la communication,2010,http://www.inria.fr/equipes/disco
20,public,BENAGIL,Systèmes répartis performants et sûrs,,Unité propre,Palaiseau,,"TELECOM SUDPARIS,INRIA,IP PARIS",Sciences et technologies de l'information et de la communication,2023,https://www.inria.fr/fr/benagil
20,public,TAU,TAckling the Underspecified,,Unité propre,,,"CNRS,INRIA,U PARIS-SACLAY",Sciences et technologies de l'information et de la communication,2016,
20,public,PESTO,Techniques de Preuves pour les Protocoles de Sécurité,,Unité propre,,,"CNRS,INRIA,LORRAINE",Sciences et technologies de l'information et de la communication,2016,
20,public,LOKI,Technology and knowledge for interaction,,Unité propre,Villeneuve d'Ascq,,"INRIA,LILLE",Sciences et technologies de l'information et de la communication,2018,http://www.inria.fr/equipes/loki
20,public,TYREX,Types and Reasoning for the Web,,Unité propre,,,"CNRS,INRIA,GRENOBLE ALPES",Sciences et technologies de l'information et de la communication,2012,
20,public,KINETIX,Vision 4D et modélisation pour la capture volumétrique et humaine,,Unité propre,Saint Ismier,,"INRIA,GRENOBLE ALPES",Sciences et technologies de l'information et de la communication,2026,https://www.inria.fr/fr/kinetix
20,public,BIOVISION,Vision biologique : modèles intégratifs et systèmes d’aide à la vision pour les déficients visuels,,Unité propre,Sophia Antipolis,,INRIA,Sciences et technologies de l'information et de la communication,2016,http://www.inria.fr/equipes/biovision
20,public,DEVINE,Vérification efficace pour des systèmes distribués fiables,,Unité propre,Rennes,,"INRIA,CNRS,ENS RENNES,RENNES",Sciences et technologies de l'information et de la communication,2024,https://www.inria.fr/fr/devine
20,public,COAST,Web Scale Trustworthy Collaborative Service Systems,,Unité propre,Villers lès Nancy,,"CNRS,INRIA,LORRAINE",Sciences et technologies de l'information et de la communication,2014,http://www.inria.fr/equipes/coast
20,public,WIMMICS,"Web-Instrumented Man-Machine Interactions, Communities and Semantics",,Unité propre,Sophia Antipolis,,"CNRS,INRIA,UniCA",Sciences et technologies de l'information et de la communication,2012,http://www.inria.fr/equipes/wimmics
20,public,CORSE,compiler optimization and run-time systems,,Unité propre,Grenoble,,"INRIA,GRENOBLE ALPES",Sciences et technologies de l'information et de la communication,2014,http://www.inria.fr/equipes/corse
20,public,WILLOW,modèles de la reconnaissance visuelle d'objets et de scènes,,Unité propre,,,"ENS PARIS,CNRS,INRIA",Sciences et technologies de l'information et de la communication,2007,
20,public,FUN,self-organizing Future Ubiquitous Network,,Unité propre,Villeneuve d'Ascq,,INRIA,Sciences et technologies de l'information et de la communication,2012,http://www.inria.fr/equipes/fun
20,public,WIDE,the World Is Distributed Exploring the tension between scale and coordination,,Unité propre,,,"INRIA,RENNES",Sciences et technologies de l'information et de la communication,2018,
