Organization Name,Organization Location,Funding Type,Money Raised,Money Raised Currency,Announced Date,Organization Website,Description,Investor Names,Sectors,SIREN
APWine,"Paris, Ile-de-France, France, Europe",Seed,2600000,USD,2022-11-10,https://www.apwine.fi,APWine provides DeFi protocol allowing to trade unrealised yield.,Greenfield,"Computer, Software",
Oplit,"Paris, Ile-de-France, France, Europe",Seed,2600000,EUR,2022-05-11,https://www.oplit.com/,Oplit is a production planning platform that provides software and support to help industrials boost operations profitability.,"BACS-Innov, Evolem Start, Kima Ventures, Newfund, OSS Ventures","Developer Platform, Enterprise Resource Planning (ERP), Software",
Chipiron,"Paris, Ile-de-France, France, Europe",Seed,2600000,USD,2022-01-01,https://www.chipiron.co,"Chipiron is a company that designs, manufactures, and markets a new generation of portable, inexpensive and powerful MRI machines.","EXOR N.V., Unruly Capital","Emergency Medicine, Health Care, Health Diagnostics, Home Health Care, Manufacturing, Medical, Medical Device, Personal Health",
Hemerion,"Villeneuve, Picardie, France, Europe",Seed,2550000,EUR,2022-04-14,https://hemerion.com/,Hemerion is focused on creating innovative cancer treatments.,"Clubster NSL, Finovam Gestion, Nord France Amorcage","Health Care, Medical, Oncology",
Thess,"Montpellier, Languedoc-Roussillon, France, Europe",Seed,2500000,EUR,2022-06-06,https://www.thess-corp.fr/,Thess offers individual wellness and fitness services for older people.,,"Fitness, Health Care, Wellness",892264672
Hook0,"Paris, Ile-de-France, France, Europe",Pre-Seed,2500000,EUR,2022-07-02,https://www.hook0.com/,"Hook0 Make your SaaS a platform, offer webhooks in minutes.",,"Information Technology, SaaS, Web Development",
Flitter,"Paris, Ile-de-France, France, Europe",Pre-Seed,2500000,EUR,2022-01-27,https://flitter.fr,Flitter is a neo-insurance company that provides pay-per-mile insurance and connected technology.,"Christophe Eberle, Global Founders Capital, Jacques Bouthier, Kima Ventures, Pierre Yves Dargaud, Raphael Vullierme","Auto Insurance, B2C, Insurance, InsurTech",
C-Risk,"La Défense, Ile-de-France, France, Europe",Seed,2500000,EUR,2022-12-14,http://www.c-risk.com,C-Risk measures cyber security performance and analyzes user information technology security budgets.,Scale Up Capital,"Cyber Security, Information Technology",
ImVitro,"Paris, Ile-de-France, France, Europe",Seed,2500000,USD,2022-12-05,https://im-vitro.com/,ImVitro is a medical device developer that offers a SaaS platform that applies AI to In vitro fertilization imaging needs.,"Compound, Fly Ventures, LDV Capital, MMC Ventures, Tiny Supercomputer Investment Company","Artificial Intelligence (AI), Medical, Medical Device",
Arsen Security,"Paris, Ile-de-France, France, Europe",Seed,2500000,EUR,2022-12-01,https://arsen.co/en,"Security Awareness for the age of AI. Simulate AI-driven vishing, smishing, phishing and advanced social engineering threats.","Elaia, Frenchfounders, LeFonds by FrenchFounders","Cyber Security, SaaS, Software",
Arsen Security,"Paris, Ile-de-France, France, Europe",Seed,2500000,EUR,2022-12-01,https://arsen.co/en,"Security Awareness for the age of AI. Simulate AI-driven vishing, smishing, phishing and advanced social engineering threats.","Elaia, Frenchfounders, LeFonds by FrenchFounders","Cyber Security, SaaS, Software",
Brik,"Paris, Ile-de-France, France, Europe",Seed,2500000,EUR,2022-10-01,https://www.brik.com,The community of real estate investment owners,,Real Estate Investment,
Koolboks,"Rosny-sous-bois, Ile-de-France, France, Europe",Seed,2500000,USD,2022-08-18,https://www.koolboks.com,"Koolboks is a machinery manufacturing and selling company that provides solar-powered freezers, and ice makers for continuous refrigeration.","Acumen, All On, Aruwa Capital, Blue Earth Capital, GSMA Ecosystem Accelerator","Battery, Energy Storage, Renewable Energy",
Traace,"Paris, Ile-de-France, France, Europe",Seed,2500000,EUR,2022-07-01,https://en.traace.co,Take control of your carbon footprint .,"Arché Gruppe, Orange Ventures","GreenTech, Software, Sustainability, Test and Measurement",
Stellia,"Paris, Ile-de-France, France, Europe",Seed,2500000,EUR,2022-06-05,https://www.stellia.ai,"Stellia is boosting access to knowledge thanks to its generative AI solutions in the Education, Training & Corporate sectors.",,"Artificial Intelligence (AI), Corporate Training, Education, Knowledge Management, Software",
Mansio,"Aulnay, Centre, France, Europe",Seed,2500000,EUR,2022-04-14,https://www.mansio.com/,"Mansio is a real estate firm that offers property development, commercial real estate, residential housing, and real estate investments.","Founders Future, Pareto Holdings, Quiet Capital","Commercial Real Estate, Property Development, Real Estate, Real Estate Investment, Residential",
Humanlinker,"Paris, Ile-de-France, France, Europe",Seed,2500000,EUR,2022-04-06,https://www.humanlinker.com/,The cutting-edge AI guided technology for revenue generation teams,"Clément Buyse, Frédéric Kingue Johnson, Jerome Joaug, Jonathan Benhamou, Karista, Nicolas Cazeneuve, Pascal Colin, Yohan Stern","Artificial Intelligence (AI), CRM, Lead Generation, SaaS, Sales, Software",
Circle Sportswear,"Paris, Ile-de-France, France, Europe",Seed,2500000,EUR,2022-03-30,https://www.circlesportswear.com/,Circle Sportswear is a circular and sustainable premium sportswear DNVB.,"AA Sons, Bpifrance","E-Commerce, Fashion, Sports, Sustainability",
Dood,"Lille, Nord-Pas-de-Calais, France, Europe",Seed,2500000,EUR,2022-03-11,https://www.dood.com/,DOOD is an e-commerce and marketing solution for restaurants and food traders.,"BNP Paribas, Bourgogne Angels, Bpifrance, Crédit Industriel et Commercial, Paris Business Angels, Steva Investissement, Tomcat Invest","E-Commerce, Food and Beverage, Internet, Mobile Apps, Retail",
Tenacy,"Lyon, Rhone-Alpes, France, Europe",Seed,2500000,EUR,2022-03-09,https://www.tenacy.io,The SaaS platform for better Compliance and Risk Management,"Auriga Cyber Ventures, Banque Populaire RhÃ'ne Alpes, BNP Paribas, Bpifrance, Credit Agricole CIB, KREAXI, Teamwork Capital Management","Cyber Security, SaaS",
Feels,"Paris, Ile-de-France, France, Europe",Seed,2500000,EUR,2022-01-08,https://www.feels-app.com,Feels is a social discovery network that allows users to find and meet new people.,"Adrien Miniatti, Alexandre Yazdi, Blaise Matuidi, Creator Ventures, Diaspora Ventures, Eric Besson, Jean-Baptiste Hironde, Secocha Ventures, Yannick Hascoet","Content Creators, Dating, Mobile Apps, Social Media, Social Network",
Cuvée Privée,"Paris, Ile-de-France, France, Europe",Series A,2500000,EUR,2022-10-15,https://www.cuvee-privee.com/,Cuvée Privée allows wine lovers to adopt vines from exceptional French vineyards and get their own wine delivered straight to their door.,"Aonia Ventures, Founders Future, Kickston, Kima Ventures, MouvemenT & Finance","B2B, B2C, E-Commerce, Gift, Wine And Spirits",
Eazee link,"Strasbourg, Alsace, France, Europe",,2500000,EUR,2022-11-26,http://eazee-link.com/,"Eazee link is a mobile application software that provides digital marketing solutions in the cafés, hotels, restaurants, and food tech areas","Ader Finance, Habert Dassault Finance, Jean-Marc Bouhelier, Marc Tubiana","Hospitality, Marketing, Mobile Apps, Restaurants, Software",
Apmonia Therapeutics,"Reims, Champagne-Ardenne, France, Europe",,2500000,EUR,2022-09-09,https://apmonia-therapeutics.com,Apmonia Therapeutics is a biotech company that develop therapeutic strategies towards multiple types of cancer.,Bpifrance,"Biotechnology, Medical, Oncology, Therapeutics",
iRaiser,"Paris, Ile-de-France, France, Europe",,2500000,EUR,2022-06-16,https://www.iraiser.com,iRaiser is a SaaS vendor for nonprofits providing online fundraising solutions.,"Generis Capital Partners, Impact Partners, Oltre Venture","Crowdfunding, Financial Services, Internet, SaaS, Software",
Monetivia,"Paris, Ile-de-France, France, Europe",,2500000,EUR,2022-03-24,https://www.monetivia.com/,"Monetivia offers solutions for managing real estate and life annuities, focusing on helping seniors secure their financial futures.",Initiative & Finance,"Real Estate, Real Estate Investment, Wealth Management",
each One,"Paris, Ile-de-France, France, Europe",,2500000,EUR,2022-03-24,https://www.eachone.co,each One is a recruitment and training solution for refugees and newcomers.,"50 Partners, INCO Ventures, Pierre Dubuc, Ring Capital, Thierry Petit","Human Resources, Recruiting, Social Impact, Training",
Chilowé,"Paris, Ile-de-France, France, Europe",,2500000,EUR,2022-01-27,https://www.chilowe.com/,Chilowé is an outdoor travel company that makes it easy to experience the outdoors,New Atlas,"Adventure Travel, Outdoor Advertising, Sports, Travel",
Ondorse,"Paris, Ile-de-France, France, Europe",Pre-Seed,2400000,EUR,2022-04-26,https://www.ondorse.co/,Ondorse is a technology company that builds identity infrastructure for the internet.,"Eurazeo, Isai","Software, Web Development",
Ron Dorff,"Paris, Ile-de-France, France, Europe",Private Equity,2400000,EUR,2022-12-01,https://rondorff.com,"Ron Dorff is a retail fashion company that provides sportswear, underwear, loungewear, and swimwear.",Puma Private Equity,"Fashion, Retail, Textiles",
Ron Dorff,"Paris, Ile-de-France, France, Europe",Private Equity,2400000,EUR,2022-12-01,https://rondorff.com,"Ron Dorff is a retail fashion company that provides sportswear, underwear, loungewear, and swimwear.",Puma Private Equity,"Fashion, Retail, Textiles",
Phagos,"Paris, Ile-de-France, France, Europe",Seed,2400000,EUR,2022-09-28,https://www.phagos.org/,Phagos develops personalised bacteriophage solutions as a sustainable alternative to antibiotics,"AgFunder, Demeter, Dhyan VC, Entrepreneurs First, Grant Aarons, GROW Agrifoodtech Accelerator, Hoxton Ventures","Biotechnology, Health Care, Medical",
Droit de Regard,"Paris, Ile-de-France, France, Europe",Seed,2400000,EUR,2022-05-03,https://droitderegard.com/,Droit de Regard is a designer of optical eyewear products.,,"Health Care, Medical, Medical Device",
Lemon,"Nanterre, Ile-de-France, France, Europe",Seed,2400000,USD,2022-02-01,https://lemon.fm,Lemon is a paid live video platform.,"AA Sons, Inovexus","Internet, Payments, Video Conferencing",
SPARTHA Medical,"Strasbourg, Alsace, France, Europe",Seed,2400000,EUR,2022-01-25,https://sparthamedical.eu,SPARTHA Medical develops personalised multifunctional coatings with antimicrobial and anti-inflammatory properties.,European Innovation Council,"Consulting, Medical",
ALEIA,"Paris, Ile-de-France, France, Europe",Seed,2300000,EUR,2022-02-01,https://www.aleia.com/,ALEIA is an IT firm that offers a platform to assist individuals with AI-related projects.,,"Artificial Intelligence (AI), Information Services, Information Technology",
Carsup,"Paris, Ile-de-France, France, Europe",Seed,2300000,EUR,2022-01-01,https://en.carsup.io/,Carsup offers concierge services for exceptional cars.,,"Automotive, Service Industry",
Cikaba,"Clermont-ferrand, Auvergne, France, Europe",,2300000,EUR,2022-03-15,https://www.cikaba.com,Cikaba provides solution for prevention policy.,"Bpifrance, UI Investments","Information Technology, Infrastructure, Professional Services, Security",
Whympr,"Chamonix, Rhone-Alpes, France, Europe",Seed,2200000,EUR,2022-12-29,https://www.whympr.com/,"Whympr helps you plan, organize and keep track of your mountain outings.",,"Android, Apps, Communities, Mapping Services, Outdoors",
Evera,"Toulouse, Midi-Pyrenees, France, Europe",Seed,2200000,EUR,2022-10-06,https://www.evera.co,"Evera, making electric mobility (EV) evident and accessible for everyone.","astorya.vc, MCAPITAL, Newfund","Financial Services, Insurance, Online Portals, Quality Assurance",
Barooders,"Annecy-le-vieux, Rhone-Alpes, France, Europe",Seed,2200000,EUR,2022-09-20,https://barooders.com,Barooders is the community platform to buy and sell second-hand sports equipment.,"Kima Ventures, Stan Wawrinka","E-Commerce, Retail, Sporting Goods",
Flynt,"Malakoff, Ile-de-France, France, Europe",Seed,2200000,EUR,2022-04-29,https://www.goflynt.io,"Flynt is a software development firm offering an online platform for restaurants to manage orders, revenue, and performance strategies.","Edward Lando, Kima Ventures, Nadav Ben-Chanoch, Pareto Holdings","Digital Marketing, Facility Management, Software",
Money Walkie,"Paris, Ile-de-France, France, Europe",Seed,2200000,EUR,2022-03-01,https://moneywalkie.com/,Money walkie is an NFC wallet payment solution for kids.,The Moon Venture,"EdTech, FinTech, Payments",
Credova,"Vausseroux, Poitou-Charentes, France, Europe",,2115000,USD,2022-01-14,https://credova.com/,Credova is a consumer financing platform for online lenders that provides its users with consumers as well as business loans.,,"Banking, Finance, Financial Services",
Caeli Énergie,"Grenoble, Rhone-Alpes, France, Europe",Pre-Seed,2100000,EUR,2022-01-01,https://www.caeli-energie.com,Caeli Énergie develops and manufactures next-generation air conditioners with great energy efficiency and a minimal carbon impact.,,"Electronics, Manufacturing",
BuyCo,"Marseille, Provence-Alpes-Cote d'Azur, France, Europe",,2002000,EUR,2022-12-31,http://buyco.co,BuyCo is a collaborative SaaS platform that enables large exporters and importers to manage their maritime container shipments.,,"Logistics, Marine Transportation, SaaS, Software, Supply Chain Management, Transportation",
La Tournée,"Paris, Ile-de-France, France, Europe",Pre-Seed,2000000,EUR,2022-12-06,https://la-tournee.co/,La Tournée provides food and beverages delivery service.,Frst,"Food and Beverage, Food Delivery, Organic, Recycling",
Heex Technologies,"Paris, Ile-de-France, France, Europe",Pre-Seed,2000000,EUR,2022-11-22,https://heex.io,Smart Data for AI development.,"Bpifrance, Karista","Artificial Intelligence (AI), Autonomous Vehicles, Data Collection and Labeling, Data Management, Generative AI, Machine Learning, Robotics, Software",
Bealy health,"Paris, Ile-de-France, France, Europe",Pre-Seed,2000000,USD,2022-11-01,https://www.bealy.io/,Bealy is a prevention and health solution dedicated to employees to improve their daily health and well-being.,Nicolas Douay,"Fitness, Health Care, Personal Health, Wellness",
neuroo,"Le Petit-quevilly, Haute-Normandie, France, Europe",Pre-Seed,2000000,USD,2022-10-17,https://www.neuroo.ai/,Empower your CCTV network with realtime AI based analytics,,"Artificial Intelligence (AI), Computer Vision, Homeland Security, Physical Security, Retail Technology, Smart Cities, Software",
Reflect,"Paris, Ile-de-France, France, Europe",Pre-Seed,2000000,EUR,2022-09-29,https://getreflect.io/,Reflect is a HR & Finance Analytics platform turning scattered people data into a single source of truth for smarter decisions.,"Antoine Fabre, Evolem Start, Kima Ventures, Matthieu Birach, Roxanne Varza, Thibaud Elziere, XAnge","Analytics, Business Intelligence, Human Resources, SaaS",
Nutropy,"Bas Évry, Bourgogne, France, Europe",Pre-Seed,2000000,EUR,2022-09-12,https://nutropy.com/,"Nutropy produces real milk ingredients, identical to those produced by cows.","Beast Ventures, Big Idea Ventures, FoodHack, HackCapital, Jeriko, Mudcake, Techmind, Veg Capital","Alternative Protein, Consumer Goods, Product Research",
Numias,"Paris, Ile-de-France, France, Europe",Pre-Seed,2000000,EUR,2022-09-08,https://www.numias.com/,Numias provides payment solutions that enables businesses to benefit from the added value of blockchain technology.,"Motier Ventures, Purple","Blockchain, Payments, Product Management, Web3",
Naboo,"Paris, Ile-de-France, France, Europe",Pre-Seed,2000000,EUR,2022-06-01,https://naboo.app,Naboo provides a platform for planning and booking corporate offsite events.,"CapHorn Invest, MAIF Avenir","Events, Hospitality, Human Resources, Software",
Gama,"Ivry-sur-seine, Ile-de-France, France, Europe",Pre-Seed,2000000,USD,2022-03-21,https://www.gamaspace.com/,Gama is a space exploration and interplanetary transportation company.,"AA Sons, Alex Macdonald, Andrew Nutter, Center National D'Etudes Spatiales, Edward Lando, Marie Outtier, Nadav Ben-Chanoch, Pareto Holdings, Possible Ventures","Manufacturing, Military, Space Travel",
Jurnee,"Paris, Ile-de-France, France, Europe",Pre-Seed,2000000,USD,2022-01-05,https://www.jurnee.io,Jurnee is a Saas-enabled AI-powered global corporate event marketplace,Angular Ventures,"Enterprise Software, Events, Hospitality, Software",
Ron Dorff,"Paris, Ile-de-France, France, Europe",Private Equity,2000000,EUR,2022-03-11,https://rondorff.com,"Ron Dorff is a retail fashion company that provides sportswear, underwear, loungewear, and swimwear.",Puma Private Equity,"Fashion, Retail, Textiles",
Cube,"Paris, Ile-de-France, France, Europe",Seed,2000000,EUR,2022-12-01,https://www.cubeapps.co,Cube reshapes the web agency with a premium online experience throughout the app creation journey.,,"Apps, Artificial Intelligence (AI), Web Apps, Web Development",
Cube,"Paris, Ile-de-France, France, Europe",Seed,2000000,EUR,2022-12-01,https://www.cubeapps.co,Cube reshapes the web agency with a premium online experience throughout the app creation journey.,,"Apps, Artificial Intelligence (AI), Web Apps, Web Development",
Snowpack,"Orsay, Ile-de-France, France, Europe",Seed,2000000,EUR,2022-11-15,https://snowpack.eu/,Snowpack protects users’ digital freedom.,"28DIGITAL, Arion Venture Capital, Bpifrance, Defense Angels, Itera Invest","Cyber Security, Information Technology, Privacy",
NectarGo,"Lille, Nord-Pas-de-Calais, France, Europe",Seed,2000000,EUR,2022-10-28,https://www.nectargo.fr,NectarGo is a platform that connects local traders and producers.,"50 Partners, Evolem Start, Frederic Halley, High Flyers Capital, Super Capital VC","Agriculture, Logistics, Supply Chain Management",
Supercosi,"Paris, Ile-de-France, France, Europe",Seed,2000000,EUR,2022-10-24,https://www.supercosi.com,Supercosi is a mobile game start-up that develops and launches casual games for all types of players.,"Bpifrance, Kima Ventures, TRUST ESPORT","Casual Games, Gaming, Mobile, Video Games",
Picsellia,"Toulouse, Midi-Pyrenees, France, Europe",Seed,2000000,EUR,2022-10-11,https://picsellia.com,"Picsellia is an end-to-end, highly scalable, MLOps Platform, dedicated to Computer Vision.","Acequia Capital (AceCap), Axeleo Capital, Ludovic Le Moan","Artificial Intelligence (AI), Computer Vision, Information Technology",
BAOUW / Outdoor Organic Nutrition,"Les Auvergnes, Rhone-Alpes, France, Europe",Seed,2000000,EUR,2022-10-10,https://www.baouw-organic-nutrition.com/,"BAOUW / Outdoor Organic Nutrition sells organic nutrition bars, purees, energy nut,s and other accessories for athletes.","C2Ad, Crédit Agricole Alpes Development, Jean-Christophe Liaubet, Seventure Partners","Food and Beverage, Food Processing, Organic Food",
DIVIE,"Paris, Ile-de-France, France, Europe",Seed,2000000,EUR,2022-10-05,https://divie.fr/the-brand/?lang=en,Divie is a retail firm that sells wellness products online.,Bpifrance,"Cannabis, E-Commerce, Personal Health, Retail, Wellness",
Starbolt,"Paris, Ile-de-France, France, Europe",Seed,2000000,EUR,2022-09-29,https://www.starbolt.co,Starbolt provides electric bike subscription services to companies.,"Atlantique Vendée Innovation, Pays de la Loire Participations","Electric Vehicle, Retail",
Patrowl,"Paris, Ile-de-France, France, Europe",Seed,2000000,EUR,2022-09-26,https://patrowl.io/,Patrowl helps you to identify and harden you External Security Posture with realtime and continuous Pentest-as-a-Service solution,Auriga Cyber Ventures,"Cyber Security, Penetration Testing, Risk Management, SaaS, Software",
Outmind,"Paris, Ile-de-France, France, Europe",Seed,2000000,EUR,2022-09-22,https://outmind.ai,"SaaS allowing to do text searches within all your tools, finding internal information or the right colleague that can help you.","Super Capital VC, WinEquity","Information Technology, Internet, Software",
Corporatings,"Paris, Ile-de-France, France, Europe",Seed,2000000,EUR,2022-09-21,https://www.corporatings.com/,Corporatings specializes in extracting and processing structured and non-structured fundamental data directly from company publications.,"50 Partners, Elaia, VAeX Capital Partners","Data Center, Data Integration, Data Storage",
Berny,"Nantes, Pays de la Loire, France, Europe",Seed,2000000,EUR,2022-09-16,http://www.bernypack.com,Berny is an operator of a reuse solution and puts itself at the service of its customers to offer them a concrete solution,"Epopée Gestion, Pays de la Loire Participations","Environmental Consulting, Environmental Engineering",
Monga,"Paris, Ile-de-France, France, Europe",Seed,2000000,EUR,2022-09-12,https://www.monga.io/,Monga is a SaaS platform for real estate asset management.,"Axeleo Capital, Pauline Boucon Duval",Real Estate,
WeDressFair,"Lyon, Rhone-Alpes, France, Europe",Seed,2000000,USD,2022-09-01,https://www.wedressfair.fr/,WeDressFair is a select-store of beautiful brands that place the respect of workers and the environment at the center.,"Bpifrance, Kickston, KIMPA, Makesense Seed I",Retail,
CiviTime,"Roubaix, Nord-Pas-de-Calais, France, Europe",Seed,2000000,EUR,2022-08-30,https://www.civitime.com/,CiviTime provides innovative and customizable gaming solutions that help improve employee engagement through the pride of belonging.,"BNP Paribas, Bpifrance, Région Centre-Val de Loire, Societe Generale, WeLikeStartup","Corporate Training, Personal Development, Serious Games",
Montvel,"Paris, Ile-de-France, France, Europe",Seed,2000000,EUR,2022-07-11,https://montvel.com/en,Montvel provides unique gourmet barbecues.,"Alain Dinin, Bertrand Meunier, Carol Deligeard, Catherine Daneyrole, Clement Chaulot, Elie Aboucaya, Emmanuel Brunet, Hubert de Vaulgrenant, Jacques-Antoine Granjon, Jean de La Rochebrochard, Kima Ventures, Matthew Sommer, Nicolas COSON, Ombeline Choupin, Purple Development, Reza Joomun, Romain Verani, SERRA Claude, Stephane Dupayage, Stephane Richard, Tikehau Capital, Vincent Thomas","Cooking, Innovation Management, Manufacturing, Recipes",
Thabor Therapeutics,"Paris, Ile-de-France, France, Europe",Seed,2000000,EUR,2022-07-06,http://www.thabor-tx.com,Thabor Therapeutics develops innovative treatments for mucosal inflammatory diseases.,Bpifrance,Biotechnology,
Digital4better,"Nantes, Pays de la Loire, France, Europe",Seed,2000000,EUR,2022-06-30,https://digital4better.com/,"Digital4better provides software development, consulting services, and other digital solutions for large organizations.",GO CAPITAL,"Consulting, Information Technology, Software",
Patrowl,"Paris, Ile-de-France, France, Europe",Seed,2000000,EUR,2022-06-24,https://patrowl.io/,Patrowl helps you to identify and harden you External Security Posture with realtime and continuous Pentest-as-a-Service solution,"Auriga Partners, Région Ile-de-France","Cyber Security, Penetration Testing, Risk Management, SaaS, Software",
WeeFin,"Neuilly-sur-seine, Ile-de-France, France, Europe",Seed,2000000,EUR,2022-06-14,https://weefin.co,WeeFin is a fintech company that help financial institutions effectively manage and scale their sustainability and ESG strategies.,"Asterion Ventures, Impactivist","Financial Services, FinTech, SaaS, Software",
Granular Energy,"Paris, Ile-de-France, France, Europe",Seed,2000000,EUR,2022-06-14,https://www.granular-energy.com/,Granular Energy is the platform of the future for managing and trading clean energy.​,"Powerhouse Ventures, Revent, Seedcamp, Vireo Ventures","Energy, Web Development",
Carbonfact,"Paris, Ile-de-France, France, Europe",Seed,2000000,USD,2022-06-09,http://www.carbonfact.com,"Fast, scalable life-cycle assessments to help fashion brands lower their scope 3 emissions.","Alven, Y Combinator","Information Services, Information Technology, Productivity Tools, Software",
Goodvest,"Paris, Ile-de-France, France, Europe",Seed,2000000,EUR,2022-06-08,https://goodvest.fr,Goodvest offers responsible savings focused on ethic and transparency.,"Benjamin Gaignault, Dimitri Farber Garcia, Globivest, Julien Callede, Polytechnique Ventures, Super Capital VC","FinTech, GreenTech",
Ideel,"Paris, Ile-de-France, France, Europe",Seed,2000000,EUR,2022-06-01,https://ideel.io/,Ideel is a Software Company.,"Bpifrance, Seventure Partners, Techmind",Software,
Revyze,"Paris, Ile-de-France, France, Europe",Seed,2000000,EUR,2022-06-01,https://www.revyze.fr/,Revyze is an educational app that offers video resources for college preparation.,"AirAngels, Arion Venture Capital, Charles Gorintin, Firstminute Capital, Jean Charles Samuelian, Julia Bijaoui, Kima Ventures, Kintxo Cortés, Lenny Rachitsky, Ligature VC, Mathilde Collin, Nathan Blecharczyk, Nomad Capital Partners, Olivier Dacourt, Roxanne Varza, Thomas France, Varsha Rao","Apps, EdTech, Higher Education",
Caption,"Paris, Ile-de-France, France, Europe",Seed,2000000,EUR,2022-05-12,https://caption.market/,Caption offers a platform for buying and selling shares.,,"Angel Investment, Financial Exchanges, Marketplace, Personal Finance",
Miratlas,"Pertuis, Provence-Alpes-Cote d'Azur, France, Europe",Seed,2000000,EUR,2022-05-10,https://miratlas.com/,MIRATLAS SAS designs and manufactures instrumentation providing continuous and real-time atmospheric measurements.,"Karista, Région Sud Investissement",Information Technology,
Videtics,"Valbonne, Provence-Alpes-Cote d'Azur, France, Europe",Seed,2000000,EUR,2022-04-21,https://videtics.com,Videtics is an Intelligent Video Analytics SaaS platform.,Bpifrance,"Artificial Intelligence (AI), Computer Vision, Machine Learning, Software, Video",
Campsider,"Annecy, Rhone-Alpes, France, Europe",Seed,2000000,EUR,2022-04-07,https://www.campsider.com,Campsider is a community market that provides second-hand outdoor sports equipment.,"Founders Future, Inovexus","E-Commerce, Shopping, Sporting Goods, Supply Chain Management",
Waste Marketplace,"Villeurbanne, Rhone-Alpes, France, Europe",Seed,2000000,EUR,2022-04-07,https://www.wastemarketplace.fr,Waste Marketplace offers a digital solution for managing construction and industrial site waste.,Groupe SMA,"Construction, Waste Management",
bem.builders,"Paris, Ile-de-France, France, Europe",Seed,2000000,EUR,2022-02-14,https://www.bem-ad.network/,"bem.builders is a multi-service web3 agency that provides architectural, artistic, and experiential bridges between brands and the metaverse","Karot Capital, Keyrus, Younicorns","Advertising, Metaverse, Web3",
Holivia,"Marseille, Provence-Alpes-Cote d'Azur, France, Europe",Seed,2000000,EUR,2022-02-10,https://www.holivia.fr/,Holivia offers employees a confidential and tailor-made experience.,"50 Partners, Acadian Ventures","Health Care, Information Technology, Internet",
Buster.Ai,"La Défense, Ile-de-France, France, Europe",Seed,2000000,EUR,2022-01-12,https://buster.ai/,"Buster is a fact-checking platform that enables media, companies, and organisations to assess content integrity.","Mehdi Ghissassi, OneRagtime, Takara Capital","Artificial Intelligence (AI), Cyber Security, Journalism, Machine Learning, Natural Language Processing, SaaS, Software",
Mobility Work,"Paris, Ile-de-France, France, Europe",Series A,2000000,EUR,2022-10-17,http://www.mobility-work.com/,Mobility Work is developer of software designed for maintenance management.,"Farinia Group, Saint-Gobain","Communities, Industrial, Information Technology, Mobile, Social Network, Software",
Monabee,"Dardilly, Rhone-Alpes, France, Europe",Series A,2000000,EUR,2022-06-30,https://www.monabee.fr/,Monabee provides assistance to individuals and businesses in the purchase and installation of energy-saving solutions.,ODYSSEE VENTURE,"Energy, Renewable Energy, Solar",
Fygr,"Paris, Ile-de-France, France, Europe",,2000000,EUR,2022-12-07,https://fygr.io,Fygr is a cash management and forecasting solution service.,Havenrock,"Finance, Financial Services, Service Industry",
Graftys,"Aix-en-provence, Provence-Alpes-Cote d'Azur, France, Europe",,2000000,EUR,2022-07-18,http://www.graftys.com/en,Graftys is a France-based early-stage company focused on advanced bone biologics.,"GO CAPITAL, Innovation Fund, Meusinvest (Noshaq), Quest Venture Partners","Biotechnology, Fitness, Health Care, Wellness",
Starkage Therapeutics,"Lille, Nord-Pas-de-Calais, France, Europe",,2000000,EUR,2022-01-20,https://starkagetx.com/,Starkage Therapeutics is a biotechnology company that aims to delay and improve quality of life of patients with age-related diseases.,Bpifrance,"Biotechnology, Medical",
Rayon,"Paris, Ile-de-France, France, Europe",Pre-Seed,1900000,EUR,2022-06-15,https://www.rayon.design,Rayon is the fastest software to create perfect architectural drawings.,"Foundamental, Joe Thomas, Jonathan Widawski, Kima Ventures, Nicolas Steegmann, Quentin Nickmans, Ralph Gootee, Riggs Kubiak, Seedcamp, The Twenty Minute VC, Thibaud Elziere","Apps, Architecture, Interior Design, Software",
Whaly,"Paris, Ile-de-France, France, Europe",Seed,1900000,USD,2022-06-29,https://whaly.io/,Whaly allows business teams to build analytics and reports on top of their everyday tools without coding.,"Kima Ventures, redalpine, Ventech, Y Combinator","Analytics, Artificial Intelligence (AI), Business Intelligence, Software",
L3V3L,"Strasbourg, Alsace, France, Europe",Seed,1800000,EUR,2022-12-12,https://l3v3l.games/,L3V3L is a web3 video game development toolkit.,,"Gaming, Web3",890344708
Moneco,"Halles, Lorraine, France, Europe",Seed,1800000,USD,2022-11-01,https://moneco.app,Moneco is a financial application that aims to provide financial products.,"Kima Ventures, Soma Ventures","Consulting, Financial Services, FinTech",
Futura,"Saint-raphaël, Provence-Alpes-Cote d'Azur, France, Europe",Seed,1800000,EUR,2022-08-01,https://www.futura-sciences.com,"Futura publishes news on science, health, technology, discoveries and planets.","Attilio Mazzilli, EXOR N.V., Ithaca Investments, Luca Ascani, Matteo de Brabant, United Ventures","Health Care, Media and Entertainment, News, Publishing",
Mokki,"Paris, Ile-de-France, France, Europe",Seed,1800000,EUR,2022-07-05,http://www.mokkispace.com/,"Mokki makes circular economy the new normal, creating a one-stop destination for reselling - donating - recycling your items.",Second Century Ventures,"Fashion, Property Development, Property Management, Real Estate, Sharing Economy",
Reglo,"Paris, Ile-de-France, France, Europe",Seed,1800000,EUR,2022-05-16,https://www.reglopetfood.com,Reglo develpos food for dogs and cats.,AA Sons,"Alternative Protein, Animal Feed, Farming, Manufacturing, Pet",
