Organization Name,Organization Location,Funding Type,Money Raised,Money Raised Currency,Announced Date,Organization Website,Description,Investor Names,Sectors,SIREN
Lokki,"Grenoble, Rhone-Alpes, France, Europe",Seed,4000000,EUR,2022-12-01,https://www.lokki.rent,Lokki democratizes equipment rental in Europe (Based in France),"Arthur Waller, Kerala Ventures, Seed4Soft, Serena, Super Capital VC, Wind","B2C, Marketplace, Rental, SaaS",
Lokki,"Grenoble, Rhone-Alpes, France, Europe",Seed,4000000,EUR,2022-12-01,https://www.lokki.rent,Lokki democratizes equipment rental in Europe (Based in France),"Arthur Waller, Kerala Ventures, Seed4Soft, Serena, Super Capital VC, Wind","B2C, Marketplace, Rental, SaaS",
Simbel,"Paris, Ile-de-France, France, Europe",Seed,4000000,EUR,2022-11-24,https://www.simbel.com/,Learning platform for SMEs,"Alexandre Eruimy, Alexandre Rey, Benoit Wirz, Brighteye Ventures, Céline Debled, Constant Hameau, David Guillermain, Fabien Lerays, François Fillette Fillette, Guillaume le Dieu de Ville, Guillaume Le Strat, Jérémie Aflalo, Léa Saffar, Lilian Saget Lethias, Marguerite Vendroux, Matthieu Birach, Maximilian Wilhelm, Nicolas Steegmann, Noé Gersanois, Oyo N'Doro, Perrine Labesse, Raphael Doulonne, Richard Schrems, Romain Laffitau, Speedinvest, Stephanie Woirlier, Thibaud Elziere, Victoria Pinto-Mesías, Virgile Raingeard",E-Learning,
Ultimate Champions,"Paris, Ile-de-France, France, Europe",Seed,4000000,USD,2022-11-15,https://beta.ultimate-champions.com/,Ultimate Champions is a Web3 sports gaming platform,YZi Labs,"eSports, Online Games, Soccer, Virtual Reality, Web3",
Sami,"Paris, Ile-de-France, France, Europe",Seed,4000000,EUR,2022-11-14,https://www.sami.eco,Sami is an all-in-one climate platform enabling companies to measure and reduce their carbon footprint,Tudigo,"Business Information Systems, Consulting, Education, Environmental Consulting, Online Portals",
Bump.sh,"Angers, Pays de la Loire, France, Europe",Seed,4000000,EUR,2022-11-03,https://bump.sh,The modern API doc platform,"Bpifrance Digital Venture, Galion.exe, Gregory Pascal","Developer APIs, Developer Tools, Online Portals, SaaS, Software Engineering",
Surfe,"Paris, Ile-de-France, France, Europe",Seed,4000000,EUR,2022-10-25,https://www.surfe.com,Surfe is a software application that connects CRM to LinkedIn via the browser extension to achieve leads and productivity.,"360 Capital, Stephan Jacquemot, Tenable, TS Ventures","Apps, Internet, SaaS, Sales Automation, Software",
Minautor,"Paris, Ile-de-France, France, Europe",Seed,4000000,EUR,2022-10-24,https://www.minautor.fr/en/,Minautor refurbishes used engine and second-hand auto parts.,Park Capital,"Automotive, Machinery Manufacturing",
Les Grappes,"Paris, Ile-de-France, France, Europe",Seed,4000000,EUR,2022-09-22,https://www.lesgrappes.com,Les Grappes is an online website that lists vignerons that offer a selection of wines in different regions.,Demeter Partners,"E-Commerce, Wine And Spirits",
Professorbob.ai,"Paris, Ile-de-France, France, Europe",Seed,4000000,EUR,2022-09-14,http://professorbob.ai,"Professorbob.ai offers artificial intelligence, natural language processing technology, assistance for training institutions, and learners.","INCO Ventures, Innovacom","Artificial Intelligence (AI), EdTech, Education, E-Learning, Software, Training",
Telaqua,"Marseille, Provence-Alpes-Cote d'Azur, France, Europe",Seed,4000000,EUR,2022-05-10,https://telaqua.com/en,"Telaqua is a manufacturer of sensors that helps farmers in monitoring, programming, and optimizing irrigation networks.","Banque des Territoires, CMA CGM, Demeter","Farming, Manufacturing, Water",
Zozio,"Paris, Ile-de-France, France, Europe",Seed,4000000,EUR,2022-05-09,https://www.zozio.tech,"Zozio provides logistic flow optimization, stock optimization, workplace environment, sustainable production, track, and trace services.","Capricorn Partners, Industrya, The Faktory Fund","Advice, Logistics, Professional Services",
Koliving,"Paris, Ile-de-France, France, Europe",Seed,4000000,EUR,2022-04-05,https://koliving.fr/,Koliving is the fastest rental housing platform in Europe,"Bpifrance, Frenchfounders, Kamet, LeFonds by FrenchFounders","Property Management, PropTech, Real Estate, Real Estate Investment, Rental Property",
Bon Vivant,"Lyon, Rhone-Alpes, France, Europe",Seed,4000000,EUR,2022-03-30,https://bonvivant-food.com/,"A French biotechnology company that uses precision fermentation to produce real dairy products, accessible to everyone.","AFI Ventures, Didier Valet, Founders Future, High Flyers Capital, Kima Ventures, Picus Capital",Biotechnology,
Cycle Up,"Paris, Ile-de-France, France, Europe",Seed,4000000,EUR,2022-03-29,https://www.cycle-up.fr,Cycle Up is an online seller of construction materials.,"Acorus Capital, Banque des Territoires, Groupe SMA",Building Material,
Brenus Pharma,"Issoire, Auvergne, France, Europe",Seed,4000000,EUR,2022-03-18,https://www.brenus-pharma.com/,Brenus Pharma is an allogeneic platform to generate immune therapy ambitioning to harness patient immune system & prevent cancer resistance.,"Bio Jag, Bpifrance, Caisse d’Epargne","Biotechnology, Health Care, Life Science, Pharmaceutical",
Motto,"Saint-mandé, Ile-de-France, France, Europe",Seed,4000000,EUR,2022-03-14,https://ridemotto.com/,"Motto offers a range of electric bicycles available by subscription, with concierge service.","AA Sons, CASSIUS, Founders Future","Electric Vehicle, Rental, Subscription Service",
Rollee,"Paris, Ile-de-France, France, Europe",Seed,4000000,EUR,2022-03-08,https://www.getrollee.com,The Platform for Employment Data in Europe,"Didier Valet, Foreword Fund, Seedcamp, Speedinvest, The Twenty Minute VC","Information Technology, Software",
WhatMatters,"Paris, Ile-de-France, France, Europe",Seed,4000000,EUR,2022-02-24,https://www.what-matters.fr/,What Matters sells skincare and home products.,"Bpifrance, Citizen Capital, Eurazeo, Manzanita Capital","Cosmetics, Health Care",
Specify,"Paris, Ile-de-France, France, Europe",Seed,4000000,EUR,2022-02-24,https://specifyapp.com,"Specify helps companies manage their brand identity, by collecting, storing, and distributing their design tokens and assets — automatically","360 Capital, Bpifrance, Eurazeo, Seedcamp","Developer APIs, Developer Tools, Product Design, Productivity Tools",
Bolk,"Paris, Ile-de-France, France, Europe",Seed,4000000,EUR,2022-02-04,https://bolk.co/,"Bolk provides autonomous bowl-making robotic canteen which producing warm meals, cold dishes and desserts from precooked ingredients.","Bertrand Jacquelot, Kima Ventures, Rand Hindi","Catering, Food and Beverage, Robotics",
Uzaje,"Neuilly-sur-marne, Ile-de-France, France, Europe",Seed,4000000,EUR,2022-01-20,http://uzaje.com,Uzaje provides industrial washing and support solutions for packaging reuse in the commercial catering sectors and food industry.,"Banque des Territoires, France Active, Impactivist","Business Development, Catering, CleanTech, Food Processing",
EvidenceB,"Paris, Ile-de-France, France, Europe",Series A,4000000,EUR,2022-11-30,https://www.evidenceb.com/,"EvidenceB is develops educational resources which combine didactics, cognitive sciences and AI.","Educapital, Finorpa, Zanichelli Venture","Artificial Intelligence (AI), Education, E-Learning, Software",
Samp,"Paris, Ile-de-France, France, Europe",Series A,4000000,EUR,2022-10-13,https://samp.ai,Samp develops software that consolidates technical information into Digital Twins for all stakeholders.,"ENGIE New Ventures, HTGF (High-Tech Gruenderfonds), Innovacom","3D Technology, Machine Learning, Software",
Poool,"Bordeaux, Aquitaine, France, Europe",Series A,4000000,EUR,2022-09-26,http://poool.tech,"Convert your audience into leads, members and subscribers.","AperiamVentures, GSO Innovation, Swen Capital Partners","Content Marketing, Digital Media, Publishing",
Fabriq,"Paris, Ile-de-France, France, Europe",Series A,4000000,EUR,2022-06-03,https://www.fabriq.tech,Fabriq is an industrial SaaS company that offers a lean daily management SaaS platform empowering frontline manufacturing teams.,"Alexis Bonillo, Amirhossein Malekzadeh, Augustin Paluel-Marmont, Christophe Chausson, Contribution, Gabriel Caillaux, Henri de Castries, Julien Chaudeurge, Matthieu Vaxelaire, OSS Ventures, Patrick Asdaghi, Romain RAFFARD, Thibaud Elziere","Manufacturing, SaaS, Software",
Lynx,"Paris, Ile-de-France, France, Europe",Series A,4000000,USD,2022-05-25,https://lynx-r.com,Lynx is a first standalone Mixed Reality headset capable of virtual and augmented reality.,Somnium Space,"Augmented Reality, Consumer Electronics, Hardware, Optical Communication, Virtual Reality",
Gridky,"Paris, Ile-de-France, France, Europe",Series A,4000000,EUR,2022-05-16,https://www.gridky.com/,Gridky provides services for buying and selling property with rental security and profitability.,Groupe VILAVI,"PropTech, Real Estate, Real Estate Investment",
MatchTune,"Paris, Ile-de-France, France, Europe",Series A,4000000,USD,2022-05-15,https://www.matchtune.com/,MatchTune is a music tech company that creates smart music and video editing apps.,"Bpifrance, OneRagtime","Music, Music Label, PaaS, Video, Video Editing",
Blix,"Paris, Ile-de-France, France, Europe",,4000000,EUR,2022-07-05,https://www.joinblix.com/,Blix provides accelerating and promotional services for e-commerce brands and entrepreneurs.,Entrepreneur Invest,"Brand Marketing, E-Commerce, Online Portals",
Paarly,"Toulouse, Midi-Pyrenees, France, Europe",,4000000,EUR,2022-06-10,http://paarly.com/,Paarly Solution is a pricing intelligence tool that monitors online products to give E-retailers a bird’s eye view of the competition.,"GSO Innovation, IRDI SORIDEC Gestion","E-Commerce, Information Technology",
comet,"Paris, Ile-de-France, France, Europe",,4000000,EUR,2022-06-10,https://www.comet.co/,"Comet finds the best freelancers for any IT projects, in a matter of hours.","Daphni, FJ Labs, Otium Capital","Freelance, Human Resources, Internet, Recruiting, Software",
SMALA,"Carquefou, Pays de la Loire, France, Europe",,4000000,EUR,2022-05-03,https://www.smala.com/,SMALA is a second hand online clothing platform for children.,"Bamboo Capital Partners, Enowe, Pays de la Loire Participations, Spring Invest","Children, E-Commerce, Fashion, Logistics, Retail",
Connecting Food,"Paris, Ile-de-France, France, Europe",,4000000,EUR,2022-05-01,https://connecting-food.com/,Connecting Food operates as a foodtech and blockchain platform.,"Banca Patrimoni Sella & C., European Innovation Council","Blockchain, Software, Supply Chain Management",
Sakowin Green energy,"Fréjus, Provence-Alpes-Cote d'Azur, France, Europe",,4000000,EUR,2022-03-23,https://sakowin.com/,Sakowin Next generation of on-site on-demand low-cost sustainable Hydrogen production.,European Innovation Council,"Environmental Engineering, Green Consumer Goods, Renewable Energy",
Scipio Bioscience,"Paris, Ile-de-France, France, Europe",,4000000,USD,2022-03-23,http://www.scipio.bio/,A Paris-based biotechnology company .,European Innovation Council,"Biopharma, Biotechnology, Clinical Trials",
VistaCare,"Loulle, Franche-Comte, France, Europe",,4000000,EUR,2022-01-20,http://www.vistacare-medical.com/en/home/,"VistaCare develops, manufactures, and distributes medical devices for the treatment of the critical phase of acute and chronic wounds.","Cap Innov'Est, Carvest Crédit Agricole Régions Investissement, CFB Croissance & Innovation, Meusinvest (Noshaq), WiSEED","Health Care, Manufacturing, Medical Device",
Arrago,"Paris, Ile-de-France, France, Europe",Seed,3940000,EUR,2022-05-22,https://arrago.fr,Arrago is a fintech lending platform specialised in mortgage life loans.,"Didier Valet, LO Capital","Credit, Finance, Financial Services, FinTech",
Ligerio,"Indre, Pays de la Loire, France, Europe",Seed,3900000,EUR,2022-12-01,https://www.ligerio.fr/,Ligerio is the promise to find on a single platform the materials and objects that will beautify your home.,"Bpifrance, Clement Cazalot, Clément Ouizille, Folco Aloisi, François Durvye, GO CAPITAL, Sébastien Lafond","Building Material, Home Decor, Home Improvement",
Ligerio,"Indre, Pays de la Loire, France, Europe",Seed,3900000,EUR,2022-12-01,https://www.ligerio.fr/,Ligerio is the promise to find on a single platform the materials and objects that will beautify your home.,"Bpifrance, Clement Cazalot, Clément Ouizille, Folco Aloisi, François Durvye, GO CAPITAL, Sébastien Lafond","Building Material, Home Decor, Home Improvement",
Actiondesk,"Paris, Ile-de-France, France, Europe",Seed,3900000,USD,2022-05-24,https://www.actiondesk.io/,"Actiondesk (YC S19) is a spreadsheet software that lets you import and refresh data from SQL, Stripe, Salesforce, Hubspot and more","Bling Capital, Bossa Invest, FundersClub, Liquid 2 Ventures, Speedinvest, Tiger Global Management, Y Combinator","Information Services, Information Technology, SaaS, Software",
Buildrz,"Paris, Ile-de-France, France, Europe",Seed,3800000,EUR,2022-05-23,https://www.buildrz.io/,"Buildrz is a construction and town planning projects in the web! Access data, collaborate online and share your projects in 3D.","NCI Waterstart, Swen Capital Partners","Internet, Real Estate",
Starton,"Paris, Ile-de-France, France, Europe",Seed,3800000,EUR,2022-02-09,https://starton.com,Starton enables Blockchain mass adoption by making the technology simple.,"Bertrand Jacquelot, Daphni, Kima Ventures, Ledger, Motier Ventures, Pascal Gauthier, Purple, Rand Hindi, Speedinvest","Apps, Information Technology, Web3, Web Apps, Web Development",
Stoïk,"Paris, Ile-de-France, France, Europe",Seed,3800000,EUR,2022-01-12,https://stoik.com,Stoïk is a cyber insurtech company that help businesses manage their exposure to cyber risks.,"Alven, Anthemis, Emmanuel Schalit, Henry Kravis, Kima Ventures, Raphael Vullierme","Cloud Security, Cyber Security, Insurance, InsurTech",
Geovelo,"Tours, Centre, France, Europe",Series A,3800000,EUR,2022-03-15,https://geovelo.fr/,Geovelo application is free and guides cyclists on roads with cycling facilities or on low traffic roads.,"Banque des Territoires, Seventure Partners","Information Technology, Mobile Apps",
Les Causantes,"Neuilly-sur-seine, Ile-de-France, France, Europe",,3600000,EUR,2022-11-07,https://lescausantes.group/,Les Causantes is a growth marketing agency.,Generis Capital Partners,Advertising,
Quivr,"Paris, Ile-de-France, France, Europe",Seed,3550000,USD,2022-08-23,https://quivr.date,A new way to date. Let matchmakers do the work for you or play Cupid yourself.,"C2 Ventures, FBG Capital, Jason Zeng","Dating, Mobile, Social Media",
